STNAME,ACTIVE,ADDRESS,ASSET,CITY,NAME,ROA,ROE,WEBADDR,ZIP,FLDOFF,REGION
Minnesota,0,320 East Main Street,"249,084",Waterville,Valley Bank,,, ,56096,Mankato,Kansas City
Texas,0,205 West Fifth Street,"136,198",Plainview,"Norwest Bank Texas, Plainview, National Association",,, ,79072,Lubbock,Dallas
South Carolina,0,301 College Street,"2,899,570",Greenville,Southern National Bank of South Carolina,,, ,29601,Columbia Sc,Atlanta
Iowa,0,16th And Brady Streets,"167,268",Davenport,Brenton First National Bank,,, ,52805,Cedar Rapids,Kansas City
Texas,0,100 St. Cloud Road,"177,212",San Antonio,Security National Bank of San Antonio,,, ,78228,Austin,Dallas
Florida,0,2525 Aloma Avenue,"22,683",Winter Park,Atlantic National Bank of Winter Park,,, ,32789,Tampa,Atlanta
Texas,0,1600 East Pioneer Parkway,"63,605",Arlington,Bank of Arlington,,, ,76010,Dallas,Dallas
Texas,0,Highway 85,"104,866",Seven Points,Cedar Creek Bank,,,http://www.cedarcreekbank.com:80/,75143,Dallas,Dallas
Florida,0,4000 Okeechobee Boulevard,"47,336",West Palm Beach,Pan American Bank of Palm Beach County,,, ,33402,South Florida,Atlanta
Illinois,1,113 Depot Street,"61,005",Colchester,Colchester State Bank,1.12,9.88,http://www.colchesterstatebank.com:80/,62326,Springfield Il,Chicago
Oklahoma,1,6555 North Peoria Street,"42,822",Tulsa,Freedom Bank of Oklahoma,0.42,3.55,http://www.freedombankok.com:80/,74156,Tulsa,Dallas
Texas,0,10715 Preston Road,"63,565",Dallas,"Texas Commerce Bank - Preston Royal, National Association",,, ,75230,Dallas,Dallas
Ohio,1,Stimson And Palmer Streets,"237,082",Athens,The Hocking Valley Bank,0.69,7.03,http://www.hvbonline.com:80/,45701,Columbus,Chicago
Texas,0,13301 East Freeway Drive,"47,187",Houston,Northshore Bank,,, ,77015,Houston,Dallas
Florida,0,4901 North Federal Highway,"71,869",Fort Lauderdale,"Landmark Bank of North Fort Lauderdale, National Association",,, ,33306,South Florida,Atlanta
Texas,0,5501 Bissonnett Street,"87,349",Bellaire,First National Bank of Bellaire,,,http://www.fnbbellaire.com:80/,77401,Houston,Dallas
Texas,0,2602 Blodgett Street,"18,365",Houston,Riverside National Bank of Houston,,, ,77004,Houston,Dallas
Missouri,0,511 Chestnut,"8,805",Marionville,First State Bank of Marionville,,, ,65705,Springfield Mo,Kansas City
Missouri,0,100 East North Main Street,"102,555",Richmond,Mercantile Bank of Missouri Valley,,, ,64085,Kansas City,Kansas City
Minnesota,0,4 North Main Street,"10,057",Dilworth,Clay County State Bank,,, ,56529,Fargo,Kansas City
Florida,0,1600 South Federal Highway,"34,768",Hollywood,Atlantic National Bank of Hollywood,,, ,33022,South Florida,Atlanta
Georgia,0,"4182 Highway 278, N.E.","486,347",Covington,First Nation Bank,,, ,30015,Atlanta,Atlanta
Oklahoma,0,111 South Commercial Street,"7,346",Temple,First National Bank of Temple,,, ,73568,Oklahoma City,Dallas
Oklahoma,0,600 Northwest 5th Street,"155,746",Moore,Exchange National Bank of Moore,,, ,73160,Oklahoma City,Dallas
Idaho,0,902 Washington Street,"25,646",Montpelier,Tri-State Bank,,, ,83254,Salt Lake City,San Francisco
Maryland,0,4351 Garden City Drive,"214,114",Landover,Peoples Security Bank of Maryland,,, ,20785,Baltimore,New York
Florida,0,6451 North Federal Highway,"30,527",Fort Lauderdale,Southeast Bank of Broward,,, ,33310,South Florida,Atlanta
Texas,0,2401 Broadway,"31,307",Galveston,Citizens Bank,,, ,77550,Houston,Dallas
Florida,0,627 S.W. 27th Avenue,"325,867",Miami,"Royal Trust Bank, National Association",,, ,33135,South Florida,Atlanta
Florida,0,3700 Broadway,"182,038",Riviera Beach,First National Bank and Trust Company of Riviera Beach,,, ,33404,South Florida,Atlanta
Missouri,1,805 First Street,"103,921",Kennett,Kennett National Bank,0.75,6.97,http://www.kennettnationalbank.com:80/,63857,St. Louis,Kansas City
Wyoming,1,319 South Gillette Avenue,"467,027",Gillette,First National Bank of Gillette,1.37,12.15,http://www.fnbgillette.com:80/,82716,Billings,San Francisco
North Dakota,0,484 Main Street,"29,481",Carrington,Farmers State Bank,,, ,58421,Grand Forks,Kansas City
New Hampshire,0,Main Street,"6,912",Lincoln,Granite State Trust Company,,, ,3251,Concord,New York
South Carolina,0,295 East Main Street,"65,975",Spartanburg,Spartanburg Bank and Trust Company,,, ,29301,Columbia Sc,Atlanta
Wisconsin,0,5656 South Packard Avenue,"39,832",Cudahy,M&I First National Bank of Cudahy,,, ,53110,Milwaukee,Chicago
Minnesota,1,45 North Union Street,"155,941",Mora,Peoples National Bank of Mora,0.59,4.51,http://www.pnbmora.com:80/,55051,Minneapolis,Kansas City
Florida,0,150 N.E. 44th Street,"23,518",Oakland Park,"Pan American Bank of Broward County, National Association",,, ,33308,South Florida,Atlanta
Michigan,0,125 South Fifth Avenue,"206,368",Ann Arbor,"Comerica Bank-Ann Arbor, National Association",,, ,48107,Detroit,Chicago
Illinois,1,104 East Broadway,"74,398",Trenton,Community Bank of Trenton,1.27,10.37,http://www.banktrenton.com:80/,62293,Mount Vernon,Chicago
Nebraska,0,315 North Dewey Street,"284,961",North Platte,Western Nebraska National Bank,,, ,69101,Grand Island,Kansas City
Kansas,0,7804 State Avenue,"61,376",Kansas City,The Wyandotte Bank,,, ,66112,Kansas City,Kansas City
Texas,1,W 4th Street And Us Hwy 87,"40,027",Kress,Kress National Bank,0.7,6.97,http://www.knbkress.com:80/,79052,Lubbock,Dallas
Michigan,0,29201 Telegraph Road,"209,452",Southfield,"Manufacturers Bank of Southfield, N.A.",,, ,48034,Detroit,Chicago
Texas,1,122 West Way,"245,002",Lake Jackson,First National Bank of Lake Jackson,1.57,12.31,http://www.fnblj.com:80/,77566,Houston,Dallas
Colorado,0,3110 North Nevada Avenue,"123,508",Colorado Springs,Colorado National Bank,,, ,80933,Denver,Kansas City
Iowa,0,817 9th Street,"10,631",Camanche,Hawkeye Bank and Trust,,, ,52730,Cedar Rapids,Kansas City
Kentucky,1,5916 Lawrenceburg Road,"176,408",Chaplin,King Southern Bank,1.15,12.85,http://www.kingsouthernbank.com:80/,40012,Elizabethtown,Chicago
Oklahoma,0,3815 East Frank Phillips Boulevard,"90,622",Bartlesville,Plaza National Bank of Bartlesville,,, ,74003,Tulsa,Dallas
Texas,0,267 Pleasant Grove Shopping Center,"53,035",Dallas,Commercial National Bank of Dallas,,, ,75217,Dallas,Dallas
Minnesota,0,1053 East Wayzata Boulevard,"458,252",Wayzata,Anchor Bank National Association,,, ,55391,Minneapolis,Kansas City
Texas,0,2011 Texoma Parkway,"95,602",Sherman,"American Bank of Sherman, National Association",,, ,75090,Dallas,Dallas
California,0,1500 Newell Avenue,"243,111",Walnut Creek,Security National Bank,,, ,94596,San Francisco,San Francisco
Colorado,0,14th And Martin Streets,"30,487",Burlington,Colorado Community First National Bank,,, ,80807,Denver,Dallas
Oklahoma,0,301 North Air Depot Road,"34,976",Midwest City,Security Bank & Trust Company,,, ,73110,Oklahoma City,Dallas
California,0,Washington And Keller Streets,"34,097",Petaluma,Sierra National Bank,,, ,94952,San Francisco,San Francisco
Texas,0,601 South Fourteenth Street,"34,311",Kingsville,"Kingsville Bank and Trust Company, National Association",,, ,78363,Houston,Dallas
Missouri,0,3727 Frederick Boulevard,"35,873",St. Joseph,The First Trust Bank,,, ,64502,Kansas City,Kansas City
Florida,0,1441 Harbor City Boulevard,"36,423",Melbourne,"The First Bankers of South Brevard, National Association",,, ,32935,Tampa,Atlanta
Missouri,0,717 West Sunshine Street,"75,414",Springfield,"CharterBank Springfield, N.A.",,, ,65808,Springfield Mo,Kansas City
Colorado,0,1125 17th Street,"4,006,503",Denver,"Bank One, Colorado, National Association",,, ,80202,Denver,Chicago
Texas,1,1501 Summit Avenue,"54,154",Fort Worth,West Side Bank and Trust,0.26,1.64,http://www.westsidebankandtrust.com:80/,76102,Dallas,Dallas
Texas,0,2200 Nasa Road,"141,318",Houston,"First RepublicBank Nassau Bay, National Association",,, ,77058,Houston,Dallas
Wyoming,0,2200 East Lincolnway,"32,344",Cheyenne,First Wyoming Bank - East Cheyenne,,, ,82001,Billings,San Francisco
Florida,0,7900 Miami Lakes Drive West,"965,717",Miami Lakes,Kislak National Bank,,,http://www.bankonus.com:80/,33016,South Florida,Atlanta
Nebraska,0,323 Main Street,"5,529",Minatare,The Minatare State Bank,,, ,69356,Grand Island,Kansas City
Wyoming,0,204 West Main Street,"21,343",Newcastle,National Bank of Newcastle,,, ,82701,Billings,San Francisco
Florida,0,2240 East Sunrise Boulevard,"35,368",Fort Lauderdale,Sunrise American National Bank of Fort Lauderdale,,, ,33304,South Florida,Atlanta
Wisconsin,1,6400 South 27th Street,"1,204,401",Oak Creek,Tri City National Bank,0.85,8.66,http://www.tcnb.com:80/,53154,Milwaukee,Chicago
California,1,"2029 Century Park East, Suite 4200","1,406,419",Century City,Banamex USA,-0.62,-2.99,http://www.banamexusa.com:80/,90067,Los Angeles (West),New York
Oklahoma,1,206 S Main St,"9,069",Elmore City,First State Bank,-0.63,-8.03, ,73433,Oklahoma City,Dallas
Texas,0,Hampton Rd. & Marvin D. Love Freeway,"67,967",Dallas,First Interstate Bank of Oak Cliff,,, ,75224,Dallas,Dallas
Missouri,0,110 South County Centerway,"171,425",St. Louis County,Mark Twain South County Bank,,, ,63129,St. Louis,Kansas City
Indiana,0,189 West Market Street,"213,071",Wabash,"Frances Slocum Bank and Trust Company, National Association",,,http://www.firstmerchants.com:80/,46992,Indianapolis,Chicago
Wyoming,0,313 South Fourth Street,"18,686",Glenrock,First National Bank of Glenrock,,, ,82637,Billings,San Francisco
Texas,0,1021 Main Street,"408,889",Houston,Horizon Capital Bank,,,http://www.go2horizon.com:80/,77002,Houston,Dallas
Florida,1,108 Southeast Avenue D,"80,421",Belle Glade,Bank of Belle Glade,0.33,3.69,http://www.bankofbelleglade.com:80/,33430,South Florida,Atlanta
Texas,0,3200 Broadway,"149,577",Garland,Texas Commerce Bank-Garland,,, ,75041,Dallas,Dallas
Texas,0,1161 Clarksville Road,"79,339",Paris,First RepublicBank Paris,,, ,75460,Dallas,Dallas
Maryland,0,41614 Park Avenue,"1,034,271",Leonardtown,Mercantile Southern Maryland Bank,,, ,20650,Baltimore,New York
Utah,0,Main Street,,Salt Lake City,Granite National Bank,,, ,84106,Salt Lake City,San Francisco
Missouri,0,111 North Maple Street,"36,315",Mountain Grove,Boatmen's Mountain Grove National Bank,,, ,65711,Springfield Mo,Kansas City
Illinois,0,101 West Alabama Street,"115,914",Casey,AmBank Illinois,,, ,62420,Champaign,Chicago
Minnesota,1,136 Main Street,"19,101",Saint Martin,St. Martin National Bank,1.32,10.19,http://www.stmartinnationalbank.com:80/,56376,Minneapolis,Kansas City
Illinois,0,133 West Dodd Street,"9,522",Divernon,Community Bank of Divernon,,, ,62530,Springfield Il,Chicago
Florida,0,302 East New York Street,"63,364",De Land,DeLand State Bank and Trust,,, ,32720,Gainesville,Atlanta
Texas,1,100 Hwy 150,"34,455",Coldspring,"The Bank of San Jacinto County, Coldspring, Texas",1.67,13.4,http://www.banksjc.com:80/,77331,Houston,Dallas
Colorado,0,300 South Federal Boulevard,"47,799",Denver,The First National Bank of Denver,,, ,80219,Denver,Dallas
Nebraska,0,2024 Dakota Avenue,"93,694",South Sioux City,Dakota County State Bank,,, ,68776,Sioux City,Kansas City
Minnesota,0,2410 8th Street South,"32,832",Moorhead,"Moorhead Bank, National Association",,, ,56560,Fargo,Kansas City
Colorado,0,150 South Interocean Street,"3,901",Holyoke,Farmers State Bank of Holyoke,,, ,80734,Denver,Dallas
Virginia,0,7524 Richmond Highway,"19,040",Fairfax County,The Peoples Bank and Trust Company of Fairfax,,, ,22306,Richmond,Atlanta
Utah,0,280 West 1500 South,"77,467",Bountiful,Utah Bank and Trust,,, ,84010,Salt Lake City,San Francisco
Colorado,0,10701 Melody Drive,"158,239",Northglenn,"Norwest Bank Northglenn, National Association",,, ,80233,Denver,Dallas
Florida,0,Tamiami Trail,"255,756",Bonita Springs,First National Bank of Florida at Bonita Springs,,, ,33923,South Florida,Atlanta
Florida,0,6300 Stirling Road,"72,151",Davie,Great American Bank of Davie,,, ,33024,South Florida,Atlanta
Wyoming,0,Ramshorn And A Streets,"22,181",Dubois,Dubois National Bank,,, ,82513,Billings,San Francisco
Alabama,0,"101 Governors Drive, East","209,922",Huntsville,The Colonial Bank of North Alabama,,, ,35807,Shelby,Atlanta
Florida,0,1407 East Lafayette Street,"22,117",Tallahassee,NCNB National Bank of Florida,,, ,32302,Gainesville,Atlanta
California,0,9735 Washington Boulevard,"26,045",Culver City,Charter Bank,,, ,90230,Los Angeles (West),San Francisco
Virginia,0,1970 Chain Bridge Road,"2,488,501",Mclean,First American Bank of Virginia,,, ,22101,Richmond,Atlanta
Oklahoma,1,3333 Northwest Expressway,"1,293,242",Oklahoma City,Coppermark Bank,1.16,11.83,http://www.coppermarkbank.com:80/,73112,Oklahoma City,Dallas
Iowa,1,1901 Morningside Avenue,"77,916",Sioux City,Pinnacle Bank Sioux City,1.29,11.52,http://www.pinnbanksc.com:80/,51106,Sioux City,Kansas City
Georgia,0,316 Chickamauga Avenue,"96,287",Rossville,Rossville Bank,,, ,30741,Atlanta,Atlanta
District Of Columbia,0,"1730 M Street, N.W.","473,781",Washington,Madison National Bank,,, ,20036,Baltimore,New York
Texas,0,5201 Brownfield Road,"51,404",Lubbock,Security National Bank of Lubbock,,, ,79408,Lubbock,Dallas
Pennsylvania,1,732 Montgomery Avenue,"828,585",Narberth,Royal Bank America,-0.18,-2.41,http://www.royalbankamerica.com:80/,19072,Philadelphia,New York
Massachusetts,0,100 Lafayette Square,,Haverhill,First Bank and Trust Company of Haverhill,,, ,1830,North Boston,New York
Oklahoma,0,1500 Midwest Boulevard,"48,715",Midwest City,American National Bank of Midwest City,,, ,73110,Oklahoma City,Dallas
Oklahoma,0,4200 East Skelly Drive,"105,765",Tulsa,"Bank of Oklahoma, Mercantile Center",,, ,74135,Tulsa,Dallas
Massachusetts,0,245 Main Street,"61,824",Brockton,Massachusetts Bank and Trust Company,,, ,2304,South Boston,New York
Florida,0,303 South Atlantic Boulevard,"31,282",Fort Lauderdale,"Landmark Bank at the Ocean, National Association",,, ,33303,South Florida,Atlanta
Wyoming,0,Main Street,"16,625",Powell,American National Bank of Powell,,, ,82435,Billings,San Francisco
Minnesota,0,"14084 Baxter Drive, Ste 16","140,099",Baxter,"Lakewood Bank, National Association",,, ,56425,Minneapolis,Kansas City
California,0,Main Street,,West Covina,Citrus National Bank,,, ,91792,Los Angeles (North),San Francisco
Florida,0,2300 South Atlantic Avenue,"14,126",Daytona Beach Shores,Sun Bank of Daytona Beach Shores,,, ,32016,Gainesville,Atlanta
California,0,Cressent V Shopping Center,"20,604",South Lake Tahoe,Tahoe National Bank,,, ,95729,Sacramento,San Francisco
Iowa,0,705 Grand Avenue,"72,361",Spencer,"First Interstate Bank of Spencer, National Association",,, ,51301,Sioux City,Kansas City
Georgia,0,Main Street,,Augusta,Southgate National Bank of Richmond County,,, ,30906,Atlanta,Atlanta
California,0,201 North Horne Street,"30,400",Oceanside,West Coast National Bank,,, ,92054,Orange,San Francisco
Virginia,0,5205 Leesburg Pike,"225,227",Fairfax County,Bank of Virginia - Potomac,,, ,22041,Richmond,Atlanta
Alabama,0,1811 Second Avenue And 19th Street,"30,787",Jasper,Central Bank of Walker County,,, ,35501,Shelby,Atlanta
Arkansas,1,502 South Hickory Street,"395,076",Mountain Home,First National Bank & Trust Company,1.24,8.75,http://www.fnbmh.com:80/,72653,Little Rock,Dallas
Minnesota,0,3900 Sibley Memorial Highway,"56,918",Eagan,"Firstar Eagan Bank, National Association",,, ,55122,Minneapolis,Kansas City
Illinois,0,500 North Elida Street,"43,290",Winnebago,First National Bank of Winnebago,,, ,61088,Princeton,Chicago
California,1,2485 Natomas Park Drive,"1,115,213",Sacramento,River City Bank,0.9,8.06,http://www.rcbank.com:80/,95833,Sacramento,San Francisco
Nebraska,1,530 North Burlington Avenue,"141,865",Hastings,Hastings State Bank,0.66,8.85,http://www.hastingsstatebank.com:80/,68901,Grand Island,Kansas City
Texas,0,2200 Post Oak Road,"312,338",Houston,Post Oak Bank,,, ,77056,Houston,Dallas
Arkansas,1,200 Pine Street,"39,812",Crossett,First State Bank,2.65,28.46,http://www.fsbcrossett.com:80/,71635,Little Rock,Dallas
California,0,Main Street,,Newport Beach,Newport National Bank,,, ,92660,Orange,San Francisco
Texas,0,600 Pat Booker Road,"50,784",Universal City,"NBC Bank - Randolph, National Association",,, ,78148,Austin,Dallas
Minnesota,0,1204 Cloquet Avenue,"66,578",Cloquet,"Norwest Bank Cloquet, National Association",,, ,55720,Minneapolis,Kansas City
Washington,0,2326 Auburn Way North,"15,480",Auburn,Valley National Bank of Auburn,,, ,98002,Seattle,San Francisco
Texas,0,935 Gessner Road,"296,757",Houston,Allied Memorial Bank,,, ,77024,Houston,Dallas
Florida,0,17-92 And Packwood Avenue,"62,281",Maitland,Southeast First National Bank of Maitland,,, ,32751,Tampa,Atlanta
Texas,0,3200 Montrose Boulevard,"57,195",Houston,Liberty Bank,,, ,77006,Houston,Dallas
California,0,Main Street,,El Segundo,Gateway National Bank,,, ,90245,Los Angeles (West),San Francisco
California,0,665 Marsh Street,"42,921",San Luis Obispo,First Central Coast Bank,,, ,93401,San Francisco,San Francisco
New Jersey,0,100 Plaza Center,"28,235",Secaucus,Plaza National Bank,,, ,7094,Jamesburg,New York
Utah,0,185 South State Street,"11,580",Orem,Orem State Bank,,, ,84057,Salt Lake City,San Francisco
Texas,0,201 Avenue B,"24,205",Ingleside,First National Bank of Ingleside,,, ,78362,Houston,Dallas
Missouri,1,20 West Stoddard Street,"254,359",Dexter,First Midwest Bank of Dexter,0.89,9.96,http://www.fmbdexter.com:80/,63841,St. Louis,Kansas City
Utah,0,Main Street,,Salt Lake City,American National Bank,,, ,84110,Salt Lake City,San Francisco
Illinois,0,1851 West Galena Boulevard,"73,771",Aurora,First American Bank of Aurora,,, ,60506,Chicago,Chicago
Colorado,0,28th And Arapahoe Avenue,"96,993",Boulder,Colorado National Bank - Boulder,,, ,80302,Denver,Dallas
Oregon,1,777 Highway 101,"326,365",Florence,Siuslaw Bank,0.99,7.59,http://www.siuslawbank.com:80/,97439,Portland,San Francisco
Florida,0,15 East Broward Boulevard,"368,760",Fort Lauderdale,Barnett Bank of Broward County,,, ,33302,South Florida,Atlanta
Illinois,1,4800 North Harlem Avenue,"2,269,574",Harwood Heights,Parkway Bank and Trust Company,0.36,3.64,http://www.parkwaybank.com:80/,60656,Chicago,Chicago
Nebraska,0,First And John Streets,"5,525",Homer,American State Bank,,, ,68030,Sioux City,Kansas City
Oklahoma,0,1224 Boomer Road,"22,610",Stillwater,Stillwater Community Bank,,, ,74076,Tulsa,Dallas
Virginia,1,22112 Riverside Drive,"350,321",Grundy,Grundy National Bank,1.07,5.89,http://www.grundynationalbank.com:80/,24614,Richmond,Atlanta
Texas,0,3601 West 15th Street,"73,908",Amarillo,Tascosa National Bank of Amarillo,,, ,79106,Lubbock,Dallas
Maryland,0,25 West Chesapeake Avenue,"41,788",Towson,Chesapeake National Bank,,, ,21204,Baltimore,New York
Texas,0,919 Gilmer Street,"61,640",Sulphur Springs,"First American Bank, National Association",,, ,75482,Dallas,Dallas
Iowa,0,25 West State Street,"226,729",Mason City,Boatmen's Bank of North Iowa,,, ,50401,Des Moines,Atlanta
Arkansas,0,133 West Highway Street,"16,903",Gould,First State Bank,,, ,71643,Little Rock,Dallas
Washington,0,1414 Griffin Avenue,"24,950",Enumclaw,Cascade Security Bank,,, ,98022,Seattle,San Francisco
Texas,0,One Petroleum Place,"199,025",Abilene,"MBank Abilene, National Association",,, ,79604,Dallas,Dallas
California,0,Wilshire At Grand,"319,354",Los Angeles,American City Bank,,, ,90060,Los Angeles (West),San Francisco
Minnesota,0,835 Southview Boulevard,"73,025",South St. Paul,Southview Bank,,, ,55075,Minneapolis,Kansas City
Florida,0,12751 New Brittany Boulevard,"1,665,130",Fort Myers,"SunTrust Bank, Southwest Florida",,, ,33907,South Florida,Atlanta
Alabama,0,1820 South Gulf Shores Parkway,"54,607",Gulf Shores,Heritage First Bank,,, ,36542,Pensacola,Atlanta
Texas,1,5515 Summerhill Road,"193,309",Texarkana,Commercial National Bank of Texarkana,1.36,15.58,http://www.cnbtxk.com:80/,75503,Dallas,Dallas
New Mexico,0,320 West Main Street,"23,204",Farmington,"FirstBank, Farmington, New Mexico",,, ,87401,Albuquerque,Dallas
Texas,0,2964 Lbj Freeway,"44,494",Dallas,Commonwealth National Bank of Dallas,,, ,75234,Dallas,Dallas
New Mexico,1,201 Main Street,"181,156",Clayton,The First National Bank of New Mexico,1.12,12.43,http://www.fnbofnm.com:80/,88415,Albuquerque,Dallas
California,0,"4100 Newport Place, Suite 900","1,109,407",Newport Beach,Southern California Bank,,, ,92660,Orange,San Francisco
Florida,0,"8390 27th Avenue, N.W.","10,442",Miami,Interamerican Bank of Miami,,, ,33147,South Florida,Atlanta
Minnesota,0,8455 Plaza Boulevard,"56,962",Spring Lake Park,"Bank of Spring Lake Park, National Association",,, ,55432,Minneapolis,Kansas City
Illinois,0,5250 North Harlem Avenue,"1,019,042",Chicago,Columbia National Bank of Chicago,,, ,60656,Chicago,Chicago
Missouri,0,8550 Holmes,"67,582",Kansas City,The Metropolitan Bank,,, ,64131,Kansas City,Kansas City
Florida,0,U.S. Highway 1 Mm 92.3,"36,542",Tavernier,Barnett Bank of the Keys,,, ,33070,South Florida,Atlanta
Illinois,0,307 North Michigan Avenue,"139,702",Chicago,NBD Chicago Bank,,, ,60601,Chicago,Chicago
North Dakota,0,412 Sheyenne Street,"105,883",West Fargo,State Bank of West Fargo,,,http://www.statebanks.com:80/,58078,Fargo,Kansas City
Alabama,0,409 Madison Street,"395,119",Huntsville,"SouthTrust Bank of Huntsville, National Association",,, ,35804,Shelby,Atlanta
Florida,0,121 Alhambra Plaza,"448,150",Coral Gables,"The Bank of Miami, National Association",,, ,33134,South Florida,Atlanta
Texas,0,3535 Calder Street,"149,054",Beaumont,"First Interstate Bank of Beaumont, National Association",,, ,77706,Houston,Dallas
Illinois,0,1001 South Randall Road,"276,803",Elgin,The Elgin State Bank,,, ,60123,Chicago,Chicago
Florida,0,18350 N.W. Second Avenue,"61,176",Miami,Central Bank of North Dade,,, ,33169,South Florida,Atlanta
Minnesota,0,12302 Princeton Avenue South,"12,461",Savage,Security State Bank of Savage,,, ,55378,Minneapolis,Kansas City
Georgia,0,"5606 Gordon Road, S.W.","178,173",Mableton,Georgia State Bank,,, ,30059,Atlanta,Atlanta
California,0,407 East Main Street,,Santa Maria,Los Padres National Bank,,, ,93454,Los Angeles (West),San Francisco
New York,0,1372 Broadway,"106,644",New York City,Century National Bank and Trust Company,,, ,10018,New York City,New York
Alabama,1,15 South 20th Street,"65,360,552",Birmingham,Compass Bank,0.78,4.8,http://www.bbvacompass.com:80/,35233,Shelby,Atlanta
Florida,0,901 Cypress Gardens Boulevard,"19,991",Winter Haven,"Barnett Bank of Cypress Gardens, National Association",,, ,33880,Tampa,Atlanta
Florida,0,3839 Fourth Street North,"113,138",St. Petersburg,Ellis National Bank of Pinellas County,,, ,33733,Tampa,Atlanta
California,0,441 South Palm Canyon Drive,"24,587",Palm Springs,Palm Springs National Bank,,, ,92262,Orange,San Francisco
Colorado,0,207 First Avenue,"19,306",Lasalle,"Norwest Bank LaSalle, National Association",,, ,80645,Denver,Dallas
Michigan,0,142 West University Drive,"63,455",Rochester,"First of America Bank - Rochester, National Association",,, ,48063,Detroit,Chicago
Florida,0,301 Arthur Godfrey Road,"471,035",Miami Beach,Jefferson Bank of Florida,,, ,33140,South Florida,Atlanta
Louisiana,0,Airline Highway & Carrollwood Avenue,"48,844",Laplace,First National Bank of Riverlands,,, ,70068,Baton Rouge,Dallas
Georgia,0,"127 Peachtree Street, N.E.","55,872",Atlanta,First Georgia Bank,,, ,30303,Atlanta,Atlanta
Texas,0,2001 Bryan Street,"166,654",Dallas,"Cullen/Frost Bank of Dallas, National Association",,, ,75221,Dallas,Dallas
Washington,0,Fifth And Diagonal Streets,"62,377",Clarkston,Valley Commercial Bank,,, ,99403,Seattle,San Francisco
Florida,0,95 West Mcintyre Street,"144,387",Key Biscayne,Key Biscayne Bank and Trust Company,,, ,33149,South Florida,Atlanta
Florida,0,3601 34th Street North,"164,805",St. Petersburg,"Flagship Bank of Pinellas, N.A.",,, ,33733,Tampa,Atlanta
Florida,0,420 Ridgewood Avenue,"38,584",Port Orange,Halifax National Bank of Port Orange,,, ,32019,Gainesville,Atlanta
Virginia,0,3506 Mount Vernon Avenue,,Alexandria,Dominion Bank,,, ,22305,Richmond,Atlanta
Texas,0,2400 North Street,"349,910",Nacogdoches,Fredonia State Bank,,, ,75961,Houston,Dallas
Missouri,0,6161 N.W. Barry Road,"63,215",Kansas City,American Bank of Platte County,,, ,64151,Kansas City,Kansas City
Texas,0,808 South Central Expressway,"44,549",Richardson,First National Bank of Richardson,,, ,75080,Dallas,Dallas
Mississippi,1,402 East Second Street,"352,755",Clarksdale,First National Bank of Clarksdale,1.3,12.98,http://www.fnbclarksdale.com:80/,38614,Memphis,Dallas
Maryland,0,Belair Shopping Center,"21,389",Bowie,Belair National Bank,,, ,20715,Baltimore,New York
Florida,0,311 East Memorial Boulevard,"51,903",Lakeland,Imperial Bank of Lakeland,,, ,33802,Tampa,Atlanta
California,0,400 University Avenue,,Palo Alto,The Stanford Bank,,, ,94301,San Francisco,San Francisco
Florida,0,Indian River Plaza,"54,268",Titusville,Florida National Bank of Brevard County,,, ,32780,Tampa,Atlanta
Florida,0,7800 Astronaut Boulevard,"99,032",Cape Canaveral,"The First Bankers of Florida, National Association",,, ,32920,Tampa,Atlanta
Texas,0,9400 White Settlement Road,"54,001",White Settlement,Northwest Bank,,, ,76108,Dallas,Dallas
Florida,0,2001 49th Street South,"61,203",Gulfport,Royal Trust Bank of St. Petersburg,,, ,33733,Tampa,Atlanta
Kansas,0,3900 West Central Street,"54,778",Wichita,National Bank of Wichita,,, ,67201,Wichita,Kansas City
Texas,1,7621 Inwood Road,"1,439,000",Dallas,Inwood National Bank,1.76,13.9,http://www.inwoodbank.com:80/,75209,Dallas,Dallas
Minnesota,0,651 Nicollet Mall,"924,182",Minneapolis,National City Bank of Minneapolis,,, ,55402,Minneapolis,Chicago
Connecticut,0,77 Wall Street,"17,469",Norwalk,"The Connecticut Bank and Trust Company, N. A.",,, ,6850,Hartford,New York
Georgia,0,2820 Peach Orchard Road,,Augusta,The Citizens and Southern Bank of Richmond County,,, ,30906,Atlanta,Atlanta
Montana,0,201 North Higgins Avenue,"24,907",Missoula,Bank of Montana Missoula,,, ,59801,Billings,San Francisco
Illinois,0,850 North Church Street,"73,050",Rockford,First State Bank and Trust Company,,, ,61110,Princeton,Chicago
Nebraska,1,102 Pine Street,"35,676",Lindsay,Bank of Lindsay,0.83,10.86,http://www.bankoflindsay.com:80/,68644,Grand Island,Kansas City
Illinois,0,Minooka And Ridge Roads,"36,860",Minooka,Tri-County Bank,,, ,60447,Chicago,Chicago
Alabama,0,1927 First Avenue North,"148,282",Birmingham,National Bank of Commerce of Birmingham,,, ,35203,Shelby,Atlanta
Texas,1,300 North Main Street,"38,899",Lone Star,The Lone Star State Bank,1.86,23.1,http://www.lonestarstatebank.com:80/,75668,Dallas,Dallas
Wyoming,0,1111 Cy Avenue,"27,373",Casper,Western National Bank of Casper,,, ,82601,Billings,San Francisco
Texas,0,Dallas And Smith Streets,"55,448",Houston,Union Bank of Houston,,, ,77001,Houston,Dallas
